process,name,timestamp,running_time,idle_time,uart_transmit_calls,uart_receive_calls,i2c_read_calls,i2d_write_calls,spi_transfer_calls,gpio_interrupt_calls,adc_read_calls,sleep_calls
0,status_led,31502,14,31488,0,0,0,0,0,11,0,11
1,network,31502,10288,21214,3279,3280,0,0,6559,0,0,842908
2,safety,31502,21200,10302,0,0,0,0,0,291732,97244,97244
0,safety,32002,31957,45,0,0,0,0,0,350050,116683,116683
1,status_led,32002,3,31999,0,0,0,0,0,13,0,13
2,stepper,32002,42,31960,0,0,0,0,321,321,0,321
0,stepper,32502,56,32446,0,0,0,0,326,326,0,326
1,status_led,32502,93,32409,0,0,0,0,0,14,0,14
2,safety,32502,32441,61,0,0,0,0,0,355521,118507,118507
0,network,33002,32604,398,5383,5384,0,0,10767,0,0,1383630
1,stepper,33002,398,32604,0,0,0,0,440,441,0,440
0,safety,33502,32291,1211,0,0,0,0,0,519672,173224,173224
1,gcode_parser,33502,1211,32291,4729,4729,0,0,0,0,0,4729
0,stepper,34002,34002,0,0,0,0,0,1000,1001,0,1000
0,temp_monitor,34502,231,34271,101,0,0,0,0,0,102,101
1,gcode_parser,34502,5354,29148,2527,2527,0,0,0,0,0,2527
2,status_led,34502,22,34480,0,0,0,0,0,11,0,11
3,power,34502,28904,5598,3120,3120,0,0,6240,0,0,801839
0,power,35002,9684,25318,2387,2387,0,0,4773,0,0,613458
1,stepper,35002,24,34978,0,0,0,0,195,195,0,195
2,gcode_parser,35002,737,34265,1932,1932,0,0,0,0,0,1932
3,safety,35002,24555,10447,0,0,0,0,0,212298,70766,70766
4,status_led,35002,3527,31475,0,0,0,0,0,8,0,8
0,safety,35502,23153,12349,0,0,0,0,0,198714,66238,66238
1,power,35502,8423,27079,2234,2234,0,0,4468,0,0,574138
2,network,35502,3898,31604,2234,2234,0,0,4468,0,0,574138
3,temp_monitor,35502,30,35472,72,0,0,0,0,0,73,72
4,status_led,35502,1,35501,0,0,0,0,0,8,0,8
