process,name,timestamp,running_time,idle_time,uart_transmit_calls,uart_receive_calls,i2c_read_calls,i2d_write_calls,spi_transfer_calls,gpio_interrupt_calls,adc_read_calls,sleep_calls
0,status_led,29002,24,28978,0,0,0,0,0,11,0,11
1,gcode_parser,29002,4602,24400,2708,2708,0,0,0,0,0,2708
2,network,29002,24377,4625,3345,3345,0,0,6690,0,0,859665
0,safety,29502,18869,10633,0,0,0,0,0,165036,55012,55012
1,gcode_parser,29502,519,28983,1502,1502,0,0,0,0,0,1502
2,power,29502,6874,22628,1855,1856,0,0,3711,0,0,476735
3,network,29502,3215,26287,1855,1856,0,0,3711,0,0,476735
4,stepper,29502,25,29477,0,0,0,0,152,152,0,152
0,safety,30002,29970,32,0,0,0,0,0,474927,158309,158309
1,temp_monitor,30002,32,29970,173,0,0,0,0,0,174,173
0,network,30502,22548,7954,3977,3977,0,0,7954,0,0,1022089
1,power,30502,7954,22548,3977,3977,0,0,7954,0,0,1022089
0,temp_monitor,31002,31002,0,402,0,0,0,0,0,404,402
0,safety,31502,22129,9373,0,0,0,0,0,234903,78300,78300
1,stepper,31502,22,31480,0,0,0,0,216,216,0,216
2,power,31502,9326,22176,2641,2641,0,0,5282,0,0,678737
3,temp_monitor,31502,26,31476,85,0,0,0,0,0,86,85
0,power,32002,32002,0,8380,8381,0,0,16760,0,0,2153660
0,power,32502,10601,21901,3388,3388,0,0,6776,0,0,870716
1,safety,32502,21870,10632,0,0,0,0,0,301374,100458,100458
2,stepper,32502,57,32445,0,0,0,0,277,277,0,277
0,network,33002,33002,0,8642,8643,0,0,17284,0,0,2220994
0,stepper,33502,47,33455,0,0,0,0,185,185,0,185
1,temp_monitor,33502,27,33475,73,0,0,0,0,0,74,73
2,gcode_parser,33502,686,32816,1830,1830,0,0,0,0,0,1830
3,network,33502,9559,23943,2260,2260,0,0,4520,0,0,580820
4,safety,33502,23183,10319,0,0,0,0,0,201058,67019,67019
0,stepper,34002,390,33612,0,0,0,0,320,320,0,320
1,gcode_parser,34002,5263,28739,3171,3171,0,0,0,0,0,3171
2,network,34002,28351,5651,3917,3917,0,0,7834,0,0,1006669
